image,tuber_id,bbox.width,bbox.height,perim,convex.perim,area,chull.area,roundness,compactness,max.length,skinning,redness,lightness
IMG_20231105_134029.jpg,1,470.43452620602,761.278659726538,2513,1961.79488363724,265240,269852,0.881106307251362,0.52779334040825,761.577967118272,0.04,7.6,70
IMG_20231105_134031.jpg,1,470.177243504145,757.067532726245,2420,1948.41087881043,262587,266736,0.882938402995535,0.563446069345115,757.855527129017,0.04,7.7,70.5
IMG_20231105_134038.jpg,1,550.529318719023,823.820597535093,2799,2203.64879312343,336875,342365.5,0.885962007848261,0.540347130650096,866.014434059849,0.06,8.1,73.9
IMG_20231105_134048.jpg,1,518.138406954271,648.884858496815,2209,1860.16691414026,264778,266934.5,0.969417244366875,0.681868031645674,668.562637304838,0.08,8.4,73.3
IMG_20231105_134055.jpg,1,493.695363321052,661.737392377511,2128,1836.62140051477,252066,254496.5,0.948096180809695,0.699488995473674,670.564687409052,0.02,8.8,71.7
IMG_20231105_134134.jpg,1,512.959094024742,798.895542166036,2638,2108.66358890241,312120,316925,0.89567770723694,0.563614139550459,829.434144462356,0.05,7.7,71.2
IMG_20231105_134204.jpg,1,576.264645086327,796.97206386939,2632,2170.62534840967,354804,357480,0.953436716767311,0.643615658498324,799.790597594145,0.05,9.5,67.6
IMG_20231105_134211.jpg,1,568.932908035872,783.287843741907,2598,2144.04942206341,346521,349103.5,0.954321005166758,0.645150635749646,786.689900786835,0.04,9.2,68.4
IMG_20231105_134307.jpg,1,467.056024437687,654.09102389793,2371,1823.55958974765,243623,249094.5,0.941313057745293,0.544584207383934,655.485316387789,0.08,8.8,66.5
IMG_20231105_134310.jpg,1,462.799811711275,646.613325783914,2337,1808.26939932761,239747,245024.5,0.941657803512126,0.551627134195461,648.639345090937,0.1,8.7,67.2
IMG_20231105_134315.jpg,1,478.197386104066,696.159602685008,2533,1904.6800688365,259164,266300,0.922437512576311,0.50759128713766,697.45250734369,0.11,8.2,66.5
IMG_20231105_134321.jpg,1,504.575921776817,772.988798213282,2847,2075.8861271087,291405,303449.5,0.884889897857293,0.451785126312236,779.027598997622,0.22,6.1,74.1
IMG_20231105_134330.jpg,1,508.602612838724,811.772831582459,2856,2144.57359132018,309779,323212.5,0.883112648511384,0.477249444207287,822.102791626449,0.09,6.4,71.8
IMG_20231105_134426.jpg,1,449.310795175765,712.547162750627,2235,1855.68052631824,247841,250132,0.912793837048817,0.623487802738293,717.326285591153,0.06,9.7,65
IMG_20231105_134501.jpg,1,387.674993795679,597.028242432838,1892,1566.6062868056,178939,180771.5,0.925593072782285,0.628163367110102,602.655788987379,0.01,9,64.7
IMG_20231105_134505.jpg,1,389.242159351416,599.620087972409,1902,1573.58383398356,180544,182389.5,0.925614024558792,0.627150682108617,605.33709617039,0.01,9.1,64.1
IMG_20231105_134531.jpg,1,501.720578110472,873.051125094417,3046,2249.82730003012,314974,338388,0.840091233814185,0.426603851243848,878.559047531809,0.02,5.6,68.7
IMG_20231105_134619.jpg,1,440.516065854055,746.486306438847,2494,1922.93109475405,241540,246543.5,0.837868718630599,0.487984500120629,779.256697115912,0.01,6.6,65.5
IMG_20231105_134625.jpg,1,387.202401543061,691.895990233249,2248,1746.15523766303,199670,203836.5,0.840090581401973,0.496512364602679,709.478681850272,0.01,6.6,68.6
IMG_20231105_134629.jpg,1,393,689,2202,1717.6688038083,199349,203595,0.867157762251789,0.516641509040557,695.086325574025,0,7.5,67.1
IMG_20231105_134643.jpg,1,332.458212483392,639.04320195433,1969,1581.10249715362,162719,165792.5,0.833402301033558,0.527420126227194,645.651608841796,0.01,6.9,62.8
IMG_20231105_134647.jpg,1,331.848351046375,643.176680385609,1989,1586.12229886251,163028,165994.5,0.829144493697501,0.517848232780986,648.235296786591,0.01,6.8,62.7
IMG_20231105_134652.jpg,1,361.433348749751,721.792327096886,2119,1761.00474856996,191763,196498,0.796245414540454,0.536676731217735,723.494989616376,0.12,5.6,69.9
IMG_20231105_134659.jpg,1,370.119529997889,682.393964979561,2159,1709.90193850392,188590,191500.5,0.823071126686751,0.508420718287955,694.525017547964,0,9,54.9
IMG_20231105_134704.jpg,1,361.971976696204,669.181954394052,2076,1679.96714608217,181735,184618,0.822019894870824,0.529899782169784,680.842125606223,0,8.7,55.2
IMG_20231105_134721.jpg,1,395.603800693684,667.156131733487,2144,1720.56477095082,204008,209547.5,0.889508894663154,0.557708803876095,667.510299546007,0,8.6,54.1
IMG_20231105_134732.jpg,1,344.40532032935,692.826304886541,2209,1668.59512156029,161527,175223.5,0.790861211856189,0.415971483837897,693.703827292311,0.01,9.2,70.5
IMG_20231105_134736.jpg,1,349.273818085467,660.087266957938,1832,1642.16388378808,172907,178392.5,0.831291735581248,0.647398220088111,660.984871233828,0.08,7.5,55.8
IMG_20231105_134810.jpg,1,459.165614672456,539.569696562008,1940,1601.48454404459,192638,194640,0.953666345157388,0.64320344946565,581.330370787558,0,10.4,54.8
IMG_20231105_134928.jpg,1,330.093330071023,673.857557794465,2001,1631.19523579543,167319,170137.5,0.803522463162174,0.525122887038231,673.932489200513,0,7.5,60.3
IMG_20231105_134954.jpg,1,338.967786839725,685.06214247745,2226,1684.04877342115,177893,181585.5,0.80460309621796,0.451147342180059,687.594357161255,0.02,7.5,59.5
IMG_20231105_135001.jpg,1,307.579175968102,631.929766999448,1985,1544.36361951604,148149,151411.5,0.79775512170736,0.472484500287851,634.215263140205,0.02,7.3,60.5
IMG_20231105_135007.jpg,1,307.025764391199,710.500893736243,2130,1694.91676494022,164283,169750,0.742545201759679,0.455033406872263,711.53425778384,0.06,5.4,60.2
IMG_20231105_135013.jpg,1,383.215355932003,812.476455312522,2527,1958.48258898804,233117,242062.5,0.793045213697624,0.458747093481037,812.546614047465,0.06,6.1,59.5
IMG_20231105_135045.jpg,1,393.470944382818,641.020048519053,2030,1673.50615062883,191165,194545,0.872921744255332,0.582943104296142,646.1772202732,0.01,6.6,53.7
IMG_20231105_135049.jpg,1,387,636,1983,1652.63737963497,186414,189804,0.87329320653432,0.595721070273612,638.639178253261,0.01,6.3,53.8
IMG_20231105_135055.jpg,1,376.072558735239,654.742826113854,1938,1655.50597777057,187951,190839.5,0.875017275779336,0.628849846622868,655.084727344486,0.01,6.7,59.7
IMG_20231105_135126.jpg,1,377,700,2103,1746.33580529645,196340,199831.5,0.823414092226733,0.557879117603044,701.319470712171,0,4.8,53
IMG_20231105_135135.jpg,1,405.096821823835,754.28086137966,2344,1890.54294396578,232383,237212.5,0.834015920359411,0.531494779801714,758.443801477736,0,5.2,50.5
IMG_20231105_135142.jpg,1,406,748,2602,1891.42282764245,226003,234516,0.823768326648292,0.419478284893636,751.362096462152,0,4.9,49.3
IMG_20231105_135152.jpg,1,473,612,2085,1712.98863553395,219116,221742.5,0.949619972458583,0.633390924908631,618.392270326853,0,7.3,64
IMG_20231105_135155.jpg,1,480,617,2098,1732.19598964162,224279,226901.5,0.950283466727139,0.640305905533042,625.654856929921,0,7.1,63.9
IMG_20231105_135207.jpg,1,410.005424354361,681.195748665536,2184,1743.62664943038,208103,211781,0.875366379394022,0.548255424054728,697.094685103824,0.06,8.9,68.1
IMG_20231105_135213.jpg,1,409.110997163362,686.293983654235,2189,1742.48212506283,207189,210947,0.873064951387098,0.543356710713846,699.826407046776,0.06,8.2,66.3
IMG_20231105_135219.jpg,1,442.092561920792,792.036894152322,2530,1946.0271692542,246450,254920,0.845894059766478,0.483835404069556,792.129408619576,0.11,9.8,69.1
IMG_20231105_135243.jpg,1,412.21438567899,720.590746762661,2298,1783.89853060518,200651,210857,0.832640615762291,0.477475556779192,727.73209356191,0.34,7.8,73.8
IMG_20231105_135248.jpg,1,395,673,1947,1747.31035904041,197439,203141.5,0.836119622226063,0.654501888047765,688.320419572164,0.29,3.7,69.4
IMG_20231105_135313.jpg,1,338.16871688712,773.332836284401,2330,1822.85465120369,191097,197398,0.746532175809456,0.442335597504503,781.20739883849,0.02,7.9,63.3
IMG_20231105_135327.jpg,1,336.585601601647,698.317426846426,2065,1673.31215901285,168322,172610,0.774679177716501,0.496033073899751,711.705697602598,0.03,7.1,68.5
IMG_20231105_135333.jpg,1,347.291287463398,722.825910735119,2252,1711.53330219555,177980,183437,0.78691186837166,0.441005792747801,723.194303074907,0.03,7,66.3
IMG_20231105_135353.jpg,1,339.648307772868,609.920242902876,1819,1549.31968505698,159332,161436,0.845139060817701,0.605128313204573,616.636035275267,0.06,8.6,66.6
IMG_20231105_135357.jpg,1,340.597874332768,608.836588913643,1816,1549.32156262805,159416,161521.5,0.845584615282714,0.607449366454655,616.636035275267,0.06,8.8,66.4
IMG_20231105_135404.jpg,1,402.831672557929,619.522431164928,2161,1669.30206515592,185812,193986.5,0.874805510509557,0.50000470170594,644.252279778659,0.02,9.5,61.6
IMG_20231105_135422.jpg,1,331.788735049704,616.768094467395,1914,1542.44540161435,148463,151544,0.800440417871543,0.509265468576044,618.04935078034,0.03,6.6,56.4
IMG_20231105_135428.jpg,1,313.444701569139,571.025049601347,1810,1431.3233836961,135939,139264.5,0.854229873858689,0.521430925474,571.847881870695,0.01,6.8,54.1
IMG_20231105_135448.jpg,1,349,802,2508,1926.58450738157,206002,212996.5,0.721117780336746,0.411553440362327,808.920268011625,0.11,6,53.9
IMG_20231105_135454.jpg,1,349.666133409307,770.647120185805,2322,1839.7338950359,200104,207084,0.768858446065892,0.466381380180242,771.744128581488,0.05,7.2,48.2
IMG_20231105_135505.jpg,1,523.985005636027,538.351227170163,2023,1683.50602250463,215215,217427,0.964037635678948,0.660831347015332,606.255721622485,0.04,10.1,70.9
IMG_20231105_135510.jpg,1,476.899219342236,533.631583566417,1965,1609.11292369388,193412,195451.5,0.948584067612697,0.629460047851248,587.020442574192,0.05,8.9,66.1
IMG_20231105_135544.jpg,1,364.806452732665,597.258430425017,1940,1544.61218776577,163374,166783,0.878461496395197,0.545493206703772,607.791082527541,0,7.4,64.5
IMG_20231105_135547.jpg,1,365.757392897968,597.495738519727,1935,1547.51843624071,164235,167610,0.879504623359839,0.551205624087569,606.742119849941,0,7.5,64.4
IMG_20231105_135553.jpg,1,382.294604229869,709.745427775428,2238,1761.10201881807,196548,203095.5,0.822888768981402,0.49312648523454,727.771942300608,0.16,4.6,70.4
IMG_20231105_135557.jpg,1,427.889804224169,693.148882886819,2247,1796.22732671559,211886,220754.5,0.859798792586943,0.527358537882208,705.063117741951,0.09,6.9,73.3
IMG_20231105_135604.jpg,1,398.7218806385,658.426223795672,2169,1684.79781923677,187615,194942,0.863017690184991,0.501139133452196,663.617359628273,0.08,6.9,69.5
IMG_20231105_135611.jpg,1,455.410940583426,598.105744953167,2119,1686.97606894729,207425,214113,0.94544236041043,0.580509123099027,607.190250251105,0.06,6.5,71.4
IMG_20231105_135614.jpg,1,372.510239978936,639.783022511441,2095,1672.05456349035,183071,189019.5,0.849602111453397,0.52415696760473,656.685617323845,0.01,5.9,60.4
IMG_20231105_135634.jpg,1,419.233494699935,769.903058885809,2495,1897.17520116662,228540,234906,0.820142080196538,0.461350490994919,770.379776473916,0.09,7,70.8
IMG_20231105_135639.jpg,1,443.766880949121,811.978000426074,2704,2001.00186408136,251131,258011,0.809753995508593,0.431615284330391,812.152695002609,0.12,6.1,71.4
IMG_20231105_135644.jpg,1,443.459401686883,713.801270726077,2387,1842.53972207709,222165,230584.5,0.853505366028795,0.489982610305736,719.670063292895,0.24,5.5,71.2
IMG_20231105_135658.jpg,1,479.159994718613,530.885308454845,2033,1654.22334184527,198565,204511.5,0.939159398185387,0.603723118723122,622.963883383299,0.05,7.8,67.5
IMG_20231105_135707.jpg,1,513.960666542978,631.806742004674,2415,1851.44931822479,241064,249935,0.916248518012794,0.519407184355864,718.367593923891,0.04,9,69.5
IMG_20231105_135754.jpg,1,378.604059607034,509.172022328882,1891,1441.33943580195,135943,143669.5,0.869044280599696,0.477731255717914,567.553521705222,0.09,6.6,67.8
IMG_20231105_135759.jpg,1,242.983944113725,525.812742362024,1592,1260.7863933381,93762,97149,0.768006989044245,0.464890423199361,533.285101985795,0,7.2,67.5
IMG_20231105_135813.jpg,1,326.506611521662,716.730457362621,2170,1712.68438684866,170624,178640.5,0.765305989709224,0.4553344559673,724.223722339996,0.04,7.6,70.4
IMG_20231105_135829.jpg,1,369,779,2211,1912.8957206599,213121,221259.5,0.759852329895307,0.547846162817515,787.048283144052,0.03,7,70.2
IMG_20231105_135840.jpg,1,382.434765517299,736.518448377676,2423,1809.50213608136,194430,205471,0.788573536035382,0.416165727527935,743.690795962946,0.1,6.3,70.6
IMG_20231105_135844.jpg,1,413.133429669124,731.045932268536,2411,1834.06779301348,202242,215539.5,0.805204078494096,0.437206685896682,752.005984018744,0.12,6.7,69.7
IMG_20231105_135900.jpg,1,384.090227709795,681.455638004534,2093,1694.62445634725,189009,193438,0.846456643271421,0.542192981781789,694.471021713649,0.01,6.5,67.8
IMG_20231105_135905.jpg,1,317.427213209522,550.22396132212,1727,1373.5430628508,121450,126147.5,0.840241160762976,0.511708590633627,565.276038763364,0,5.5,70.9
IMG_20231105_135955.jpg,1,475.602383045256,794.970882718468,2655,2040.11662122807,274088,283276.5,0.855284149608724,0.488619545107086,812.764418512523,0.06,8.8,72.8
IMG_20231105_135958.jpg,1,475,789,2656,2025.39365363451,271590,280385,0.858906225222089,0.483801819923776,801.948252694649,0.05,8.4,72.6
IMG_20231105_140307.jpg,1,335,648,2012,1614.23849042851,164761,168690,0.813511703295267,0.511456062035449,649.359684612465,0,5.6,63.5
IMG_20231105_140311.jpg,1,332.790224479951,643.846349764088,1990,1609.25841326722,163889,168157.5,0.815970634501097,0.520060077679026,648.586925554316,0.02,5.5,63.7
IMG_20231105_140316.jpg,1,308.427608638546,578.512308043119,1828,1456.08083388693,136147,139069.5,0.824272453835214,0.511994808460047,582.975128114399,0,4.9,61.8
IMG_20231105_140322.jpg,1,349.77385180222,641.104386175666,2019,1609.7948079793,171977,176066.5,0.853779161045987,0.530160777994306,645.489736556671,0,5.5,59.9
IMG_20231105_140328.jpg,1,339,567,1803,1448.94014175005,141766,146539.5,0.877129425279918,0.54801253980632,574.325691572299,0,5.7,61.4
IMG_20231105_140333.jpg,1,320.369223024493,574.760655185645,1744,1435.40478514687,132193,138547,0.845002922438786,0.546166881018006,580.941477259113,0,5.5,63.3
IMG_20231105_140339.jpg,1,316.543993782855,586.286278195218,1710,1467.01082574382,132819,139878,0.816756577576029,0.570791962870138,604.625503927845,0,5.1,60.9
IMG_20231105_140348.jpg,1,315,432,1456,1202.00612554286,108309,109777.5,0.954794345784345,0.642024587001979,432.334361345475,0,7.9,71.3
IMG_20231105_140401.jpg,1,358.681596691102,464.36456714473,1547,1298.97744714296,127616,129195.5,0.962174912946562,0.670091894323505,469.30693581067,0,6.4,74.6
IMG_20231105_140408.jpg,1,361.448336557246,682.419519064336,2176,1673.75614365146,176817,182867,0.820277569532364,0.469262769847016,682.738602980672,0,7.2,73.8
IMG_20231105_140455.jpg,1,450.523769690916,847.909401775516,2793,2108.80762389386,281669,292214,0.825727896673616,0.453739976837897,857.8169968006,0,6.9,68.4
IMG_20231105_140500.jpg,1,458.448936586288,877.439745521184,3178,2158.28300880924,289734,304694,0.821971922343282,0.360496905010171,883.139853024423,0,5.9,68.7
IMG_20231105_140506.jpg,1,500.731212931483,935.118401157226,3253,2345.96973701112,340101,360334.5,0.822755697734513,0.403877487943373,951.086221117728,0,7.4,72.1
IMG_20231105_140541.jpg,1,370.669057298812,695.854001990999,2191,1753.53336343023,200200,203870.5,0.83317491403388,0.524069858206856,697.323454359596,0,6.8,62.7
IMG_20231105_140548.jpg,1,295.994724684328,583.611173377348,1776,1459.25070012246,134045,136902.5,0.807907095290063,0.53404095047384,587.532126781166,0,5.5,63.5
IMG_20231105_140557.jpg,1,330.479839658659,573.371910954777,1763,1450.49422378206,140510,145466.5,0.868842079305252,0.568083889590176,573.607880001661,0,4.7,63.3
IMG_20231105_140602.jpg,1,282.02198933271,567.114029044676,1748,1409.22904565452,122676,127511,0.806852862325529,0.504529557639959,568.570136394799,0.03,3.7,61.5
IMG_20231105_140607.jpg,1,298.331489877199,443.96359969298,1443,1196.42460683356,104337,105865.5,0.929380688099046,0.629673689741425,450.138867462031,0,6.9,65.2
IMG_20231105_140613.jpg,1,4,399,316,799.188299883326,694,1283.5,0.025252681582752,0.0873363764457345,399.011278036098,NA,NA,NA
IMG_20231105_140613.jpg,2,282.182454284344,554.141824661098,1693,1371.2841126095,120503,124059.5,0.829058166697709,0.528316052841928,554.549366603191,NA,NA,NA
IMG_20231105_140618.jpg,1,296.313493425017,569.027804791302,1791,1406.00392183734,122569,128980.5,0.819899942628921,0.480174767949615,570.074556527477,0.04,8.8,72.6
IMG_20231105_140625.jpg,1,298.399061660723,381.837661840736,1315,1081.68453638155,87557,88725.5,0.95292139355394,0.636281404606946,394.685951105433,0,5.6,73.5
IMG_20231105_140643.jpg,1,321.350322778869,470.277719131452,1556,1268.99373206177,118821,120490.5,0.940250810848008,0.61671410559703,476.268831648681,0,3.4,76.2
IMG_20231105_140648.jpg,1,314.92537014989,511.130977739067,1673,1327.71417478109,119804,125305,0.893241888693132,0.537884835622013,513.693488376094,0.03,2.9,72.5
IMG_20231105_140653.jpg,1,312.081921297772,636.552453011407,1959,1562.36156610867,150249,155174,0.798850894242535,0.49198581602714,636.59249131607,0.03,6.1,63
IMG_20231105_140700.jpg,1,307.292636921034,555.406581333202,1637,1392.70664538897,124492,128545,0.832809665489445,0.583786367602134,564.447517489447,0.13,9.2,75.6
IMG_20231105_140708.jpg,1,259.058969171377,414.544210272978,1374,1086.15924884625,83544,85223.5,0.90778336640937,0.556098423098775,418.216451135055,0.01,2.7,67.9
IMG_20231105_140746.jpg,1,398.10816932716,667.240878719143,2165,1719.10366090265,201088,204971.5,0.871563858778011,0.539113512600794,671.107293955296,0.03,7,59.1
IMG_20231105_140749.jpg,1,396.727019386777,662.221733215353,2145,1706.73287719031,198775,202699.5,0.874442852896176,0.542896489123455,665.169151419396,0.03,6.7,59
IMG_20231105_140753.jpg,1,376.185893055557,618.977449771652,1909,1587.18802093835,169611,174132,0.868623746727481,0.58486013736923,622.971106874147,0.06,7.1,58.5
IMG_20231105_140757.jpg,1,350.561539726795,594.677829663229,1956,1520.5721646908,145105,151782,0.824928034392762,0.47660055160269,604.88676626291,0.16,7.4,68.6
IMG_20231105_140803.jpg,1,317.043864101966,562.500677123775,1763,1425.47143516079,132313,136532.5,0.84436236687531,0.534943304272614,564.986725507777,0.06,5.6,63.5
IMG_20231105_140809.jpg,1,359.745662074912,435.605758307649,1576,1289.82137692911,120339,123289,0.931268799879848,0.608840923401051,483.646565169236,0.01,7.7,71.1
IMG_20231105_140822.jpg,1,466.868789300316,590.682528236973,2164,1685.56988606146,202406,207742,0.918841590840569,0.543148686319317,597.267946570047,0.15,6.3,71.9
IMG_20231105_140844.jpg,1,380.090458649986,632.442904163709,2045,1630.11655485513,179390,182696,0.863975817736904,0.539040590266651,634.054414068698,0.03,6.2,55.5
IMG_20231105_140848.jpg,1,376.322228947481,626.072344062569,2030,1618.50163703754,176710,180250,0.864686844116395,0.53886368299726,628.134539728552,0.03,6.1,55.8
IMG_20231105_140853.jpg,1,340.065378329611,468.71756298026,1553,1315.16542629642,128914,131136.5,0.95273624076475,0.671687144951983,474.317404276925,NA,NA,NA
IMG_20231105_140853.jpg,2,51.6187950266179,84.1457069611992,323,224.795226837516,3080,3427.5,0.852340562032814,0.370984304385418,86.6083136886985,NA,NA,NA
IMG_20231105_140900.jpg,1,297.652584361514,537.864407732645,1811,1340.40191714437,112190,120809.5,0.844969183487309,0.429860076276292,540.009259179877,0,6.6,68.4
IMG_20231105_140908.jpg,1,340.358821720593,513.773543913082,1650,1371.70360371208,127360,130726.5,0.873077786225541,0.587861510172556,544.66319868337,0.01,6.9,58.9
IMG_20231105_150903.jpg,1,357.505182901038,509.925798957053,1692,1371.87954766247,133893,136035,0.908298426487279,0.587715330057031,522.99235176052,0.03,6.2,49.7
