image,tuber_id,bbox.width,bbox.height,perim,convex.perim,area,chull.area,roundness,compactness,max.length,skinning,redness,lightness
IMG_20230921_152351.jpg,1,442.355601817111,715.618243833583,2227,1902.07406792212,259628,261860,0.909544973913653,0.657841030844833,718.741260816436,0.01,9.6,49.8
IMG_20230921_152355.jpg,1,447.843725949788,721.284322240781,2255,1920.37021056942,264936,267260.5,0.910698706505373,0.654723224583136,724.939997517036,0.01,9.2,49.3
IMG_20230921_152449.jpg,1,427.770896657869,681.297107597164,2262,1788.23408437958,231044,234690.5,0.922266932306101,0.567439230132876,681.30536472275,0.03,8.7,40.5
IMG_20230921_152452.jpg,1,433.910767907681,679.964698596503,2230,1808.24299039532,237252,240483.5,0.924233205339797,0.599528758068319,680.147778060033,0.04,8.3,41.6
IMG_20230921_152457.jpg,1,432.881903281602,715.126065257312,2246,1844.24805494629,242773,245836,0.908273569907355,0.604770704099228,717.824491083997,0.02,8.7,44.5
IMG_20230921_152502.jpg,1,448.846416486817,770.094059615926,2531,1962.94100379923,268592,273136.5,0.890789542363193,0.526888411598503,770.094150088156,0.01,9.9,47.1
IMG_20230921_152505.jpg,1,446.312897755266,748.984265341889,2474,1936.91797198874,264078,267879,0.89727604919523,0.542179004263376,749.861320512,0.02,9.7,46
IMG_20230921_152512.jpg,1,455.949067412703,709.836080826183,2254,1884.02725613621,256070,259187,0.917590093301851,0.633374744458821,717.2788857899,0.01,9.1,46.8
IMG_20230921_152625.jpg,1,406.417937775863,632.908152836577,2117,1706.54983716302,202691,206790.5,0.892282747574906,0.568332659003129,654.988549518234,0.02,14.4,31.2
IMG_20230921_152706.jpg,1,402.313350511762,594.972967453144,2341,1639.46212580803,195395,199210,0.931361374868218,0.448043811292288,602.849898399262,NA,NA,NA
IMG_20230921_152706.jpg,2,22,58,181,140.03530572402,848,1019,0.652993653379572,0.325273412929293,58.6941223633168,NA,NA,NA
IMG_20230921_152716.jpg,1,514.590712436819,563.886694433864,2340,1758.13570008057,217661,223017.5,0.906659093699574,0.499526772279208,648.167416644805,0.08,15.2,54.9
IMG_20231105_132738.jpg,1,425.503637811531,618.655816779259,2177,1668.81851339364,200993,205715.5,0.92823654243058,0.532934626165833,621.456354058755,0.16,7.6,70.1
IMG_20231105_132748.jpg,1,399.784805052867,644.440822804099,2146,1685.59090929436,192713,197050,0.871529200077386,0.525849470526018,645.256538130378,0.05,8.6,70.8
IMG_20231105_132821.jpg,1,565.259367967108,787.786174419852,2680,2163.06454171215,343408,347495,0.933296135959043,0.600828720196015,790.280962696179,0.1,10.8,66.4
IMG_20231105_132902.jpg,1,485.940604164382,834.380527268879,2836,2145.04319388397,300281,308391.5,0.842248371099778,0.469164631054584,837.28370341241,0.12,8.3,71.3
IMG_20231105_132919.jpg,1,542.590608219643,894.690786552156,3038,2337.85223541157,364029,379844,0.873335308334461,0.495644518605298,903.548559846121,0.21,8.4,68.2
IMG_20231105_132940.jpg,1,589.74912955409,623.282951827365,2676,1974.36593380061,290716,299798,0.96645869421273,0.510160207145512,652.689819133101,0.01,8.8,64.3
IMG_20231105_132945.jpg,1,588.469469364517,625.596298824715,2610,1976.95252299912,292263,300740,0.966960157663117,0.539141406448005,657.012176447286,0.01,8.5,64.2
IMG_20231105_133004.jpg,1,532,816,2659,2150.91386491982,317090,326328,0.886376360856638,0.563580211042128,831.202743017611,0.01,8.3,67.3
IMG_20231105_133210.jpg,1,674.868751691246,752.302875927285,3233,2326.52130664719,373156,398109.5,0.924268892992699,0.448630591152982,790.673763318349,0.18,8.8,72
IMG_20231105_133219.jpg,1,635.303998802189,682.598381983942,3596,2164.66449527473,269484,333385,0.894076606823626,0.261880693868231,724.522601441805,0.03,6.2,61
IMG_20231105_133227.jpg,1,657.898508731403,758.592517656391,3276,2274.8392124567,344708,373887,0.907922580835459,0.403620708580862,781.311717562203,0.24,7.5,76.8
IMG_20231105_133337.jpg,1,630.073767415043,722.974466391308,2961,2162.1206274929,338989,346963.5,0.932682469331087,0.485868400907281,741.19902860163,0.03,10.4,71.4
IMG_20231105_133348.jpg,1,532.307692307692,717.846153846154,2614,2042.08404303144,312807,316874,0.954880988431569,0.575274549080059,719.823589499538,0,11.8,69.7
IMG_20231105_133351.jpg,1,544.846153846154,715.923076923077,2663,2049.00532260252,314497,318923,0.954573847097384,0.557293577641861,717.402258150893,0,11.4,70.2
IMG_20231105_133447.jpg,1,604.799091668696,752.579755696322,2805,2186.36996854237,319846,339290,0.891935843756782,0.510840188677632,754.964899846344,0.25,7.8,76.8
IMG_20231105_133451.jpg,1,603.946502411115,747.140208729343,2746,2178.77654389419,317705,338405,0.895821028712005,0.529459625314101,749.646583397804,0.24,7.8,76.5
IMG_20231105_133509.jpg,1,729.041264782076,732.948457499125,3422,2475.47323950134,336570,424102,0.869688470870299,0.361181299611076,888.014639518967,NA,NA,NA
IMG_20231105_133509.jpg,2,14,15,57,54.4888519383546,170,202.5,0.857076478311632,0.657520161416146,19.2093727122985,NA,NA,NA
IMG_20231105_133516.jpg,1,529.643436126343,608.700262054838,2169,1835.42388654757,250383,259399.5,0.967623127118358,0.668798974768335,633.758629132574,0.04,10,75.6
IMG_20231105_133523.jpg,1,570.048469387235,580.20265766387,2217,1866.79018861584,253867,264442.5,0.953564553731755,0.649059825520051,629.441021859872,0.04,9.9,75.2
